,Ticker,Quarter,Analyst,WeightTechnical
39274,AME,2018 q1,SADIF Research,0.9432762861251831
39275,AME,2018 q1,Mr. Sawyer C. Rice,0.0
39277,AME,2018 q1,Mr. Andrew B. Obin,0.0
39278,AME,2018 q1,Ms. Barbara Noverini,0.0
39280,AME,2018 q1,Christopher D. Glynn,0.0
39281,AME,2018 q1,"Mr. Deane Dray, CFA",0.0
39283,AME,2018 q1,Mr. Michael Gaugler,0.012783778831362724
39284,AME,2018 q1,"Allison A. Poliniak-Cusic, CFA",0.0
39286,CAT,2018 q1,Julian Mulcahy,0.0
39287,CAT,2018 q1,Mr. Ross P. Gilardi,0.015179342031478882
39288,CAT,2018 q1,Courtney Yakavonis,0.0
39289,CAT,2018 q1,Ms. Shejal Ajmera,0.0
39290,CAT,2018 q1,Elizabeth Vermillion,0.0
39291,CAT,2018 q1,Nick Mokha,0.0
39293,CAT,2018 q1,Mr. Adam Seiden,0.0
39300,CAT,2018 q1,SADIF Research,0.9789249300956726
39301,CAT,2018 q1,Mr. Seth Weber,0.01666666753590107
39303,CAT,2018 q1,"Lawrence T. De Maria, CFA",0.0
39304,CAT,2018 q1,Ms. Jamie Cook,0.0
39305,CAT,2018 q1,Ms. Nicole DeBlase,0.0
39308,CAT,2018 q1,Mr. David M. Raso,0.0
39309,CAT,2018 q1,Andrew M. Casey,0.02226845733821392
39312,CAT,2018 q1,Mr. Rizk Maidi,0.0
39315,CMI,2018 q1,Elizabeth Vermillion,0.0
39316,CMI,2018 q1,Nick Mokha,0.0
39319,CMI,2018 q1,Andrew M. Casey,0.015040943399071693
39321,CMI,2018 q1,Mita Mehta,0.18657655268907547
39323,CMI,2018 q1,Mr. Seth Weber,0.0
39325,CMI,2018 q1,Mr. Luis J. Amadeo,0.0
39326,CMI,2018 q1,Mr. Ross P. Gilardi,0.0
39327,CMI,2018 q1,Ms. Jamie Cook,0.0
39328,CMI,2018 q1,Ms. Nicole DeBlase,0.0
39329,CMI,2018 q1,Mr. Alexander E. Potter,0.0
39330,CMI,2018 q1,"Lawrence T. De Maria, CFA",0.0
39333,CMI,2018 q1,SADIF Research,0.97591632604599
39335,DE,2018 q1,Elizabeth Vermillion,0.0
39336,DE,2018 q1,Mr. Ross P. Gilardi,0.03333333507180214
39338,DE,2018 q1,Nick Mokha,0.011111111690600714
39339,DE,2018 q1,Ms. Shejal Ajmera,0.0
39340,DE,2018 q1,"Lawrence T. De Maria, CFA",0.0
39341,DE,2018 q1,Brett W. Wong,0.0
39342,DE,2018 q1,Mr. Seth Weber,0.011111111690600714
39343,DE,2018 q1,Ms. Jamie Cook,0.0
39344,DE,2018 q1,Ms. Nicole DeBlase,0.0
39346,DE,2018 q1,Mr. Adam Seiden,0.0
39349,DE,2018 q1,Mr. David M. Raso,0.0
39350,DE,2018 q1,Andrew M. Casey,0.0
39353,DE,2018 q1,SADIF Research,0.9784648418426514
39357,ITW,2018 q1,Morningstar ,0.0
39358,ITW,2018 q1,Elizabeth Vermillion,0.0
39359,ITW,2018 q1,Mita Mehta,0.10388462617993355
39362,ITW,2018 q1,Mr. Seth Weber,0.01906265690922737
39363,ITW,2018 q1,Ms. Jamie Cook,0.0
39365,ITW,2018 q1,Mr. Ross P. Gilardi,0.03333333507180214
39367,ITW,2018 q1,Andrew M. Casey,0.01666666753590107
39369,PCAR,2018 q1,Nick Mokha,0.0
39370,PCAR,2018 q1,Mr. Alexander E. Potter,0.0
39371,PCAR,2018 q1,Ms. Shejal Ajmera,0.0
39372,PCAR,2018 q1,Elizabeth Vermillion,0.0
39374,PCAR,2018 q1,Mr. Scott H. Group,0.0
39376,PCAR,2018 q1,Mr. Ross P. Gilardi,0.017402139802773792
39377,PCAR,2018 q1,Ms. Nicole DeBlase,0.0
39378,PCAR,2018 q1,Ms. Jamie Cook,0.0
39379,PCAR,2018 q1,Mr. Seth Weber,0.0
39382,PCAR,2018 q1,Mr. David M. Raso,0.0
39383,PCAR,2018 q1,Andrew M. Casey,0.0
39387,PWR,2018 q1,Elizabeth Vermillion,0.0
39390,PWR,2018 q1,Ms. Jamie Cook,0.0
39391,PWR,2018 q1,"Mr. Charles M. Duncan, CFA",0.024593189358711243
39392,URI,2018 q1,Mr. Ross P. Gilardi,0.022222223381201427
39393,URI,2018 q1,Elizabeth Vermillion,0.0
39395,URI,2018 q1,Mr. Adam Seiden,0.0
39396,URI,2018 q1,Mr. Seth Weber,0.02290019765496254
39397,URI,2018 q1,Mr. Scott Schneeberger,0.0
39398,URI,2018 q1,Ms. Nicole DeBlase,0.0
39399,URI,2018 q1,Mr. John Healy,0.0
39401,URI,2018 q1,Justin Jordan,0.008119003847241402
39404,IEX,2018 q1,SADIF Research,0.9790018796920776
39405,IEX,2018 q1,"Mr. Deane Dray, CFA",0.0
39406,IEX,2018 q1,Mr. Michael Gaugler,0.24380390346050262
39407,IEX,2018 q1,"Allison A. Poliniak-Cusic, CFA",0.0
39408,ROP,2018 q1,Mr. Keith Schoonmaker,0.0
39409,ROP,2018 q1,Mr. James A. Corridore,0.0
39413,ROP,2018 q1,"Mr. John S. Quealy, CPA, CPA",0.0
39414,ROP,2018 q1,Christopher D. Glynn,0.0
39415,ROP,2018 q1,"Mr. Deane Dray, CFA",0.0
39416,ROP,2018 q1,Ms. Barbara Noverini,0.022222223381201427
39419,ROP,2018 q1,"Allison A. Poliniak-Cusic, CFA",0.0
39421,BA,2018 q1,Mr. Chris Higgins,0.0
39422,BA,2018 q1,Mr. James A. Corridore,0.0
39423,BA,2018 q1,SADIF Research,0.9579158425331116
39424,BA,2018 q1,Mr. Sam J. Pearlstein,0.0
39425,BA,2018 q1,"Gary S. Liebowitz, CFA",0.0
39426,BA,2018 q1,Ms. Shejal Ajmera,0.0
39429,BA,2018 q1,Mr. Richard T. Safran,0.03333768621087074
39431,BA,2018 q1,Ryan Booker,0.0
39434,BA,2018 q1,Ronald J. J. Epstein,0.05235280469059944
39435,BA,2018 q1,Mr. Zafar Khan,0.0
39436,BA,2018 q1,Mr. Ken G. Herbert,0.013921277597546577
39437,BA,2018 q1,"Mr. Cai Von Rumohr, CFA",0.0
39438,BA,2018 q1,Mr. Robert M. Spingarn,0.0
39441,BA,2018 q1,"Mr. Matthew W. McConnell, CFA",0.0
39442,BA,2018 q1,Hunter K. Keay,0.008440315102537474
39451,BA,2018 q1,"Mr Neil Glynn, CFA",0.0
39452,WAB,2018 q1,Mr. Scott H. Group,0.010711509734392166
39453,WAB,2018 q1,Mr. Nicholas P. Heymann,0.0
39454,WAB,2018 q1,"Allison A. Poliniak-Cusic, CFA",0.0
39455,WAB,2018 q1,"Elliott L. Schlang, CFA",0.0
39456,WAB,2018 q1,Justin T. Long,0.009694032371044159
39459,WAB,2018 q1,Matthew Elkott,0.0
39463,WAB,2018 q1,Saree Boroditsky,0.0
39464,LMT,2018 q1,Ms. Shejal Ajmera,0.0
39465,LMT,2018 q1,Mr. Chris Higgins,0.0
39466,LMT,2018 q1,Mr. James A. Corridore,0.0
39470,LMT,2018 q1,Mr. Richard T. Safran,0.025903848931193352
39473,LMT,2018 q1,Mita Mehta,0.13649868592619896
39474,LMT,2018 q1,Ronald J. J. Epstein,0.0
39475,LMT,2018 q1,Hunter K. Keay,0.0
39476,LMT,2018 q1,Mr. Robert M. Spingarn,0.0
39477,LMT,2018 q1,Sheila Kahyaoglu,0.0
39479,LMT,2018 q1,"Mr. Matthew W. McConnell, CFA",0.0
39480,LMT,2018 q1,Mr. Sam J. Pearlstein,0.0
39481,TXT,2018 q1,Mr. Drew Lipke,0.0
39482,TXT,2018 q1,Ms. Shejal Ajmera,0.0
39483,HII,2018 q1,Mr. Robert M. Spingarn,0.01284928061068058
39484,HII,2018 q1,Ronald J. J. Epstein,0.022289752960205078
39485,HII,2018 q1,Mr. Sam J. Pearlstein,0.022681865841150284
39487,HII,2018 q1,Mr. Gautam J. Khanna,0.038982685655355453
39489,NOC,2018 q1,Mr. James A. Corridore,0.0
39492,NOC,2018 q1,Mr. Chris Higgins,0.0
39494,NOC,2018 q1,Ronald J. J. Epstein,0.03188140317797661
39496,NOC,2018 q1,Mr. Robert M. Spingarn,0.0
39497,NOC,2018 q1,Sheila Kahyaoglu,0.0
39499,NOC,2018 q1,Mr. Sam J. Pearlstein,0.0
39500,TDG,2018 q1,Mr. Chris Higgins,0.0
39501,TDG,2018 q1,Sheila Kahyaoglu,0.0
39502,TDG,2018 q1,Mr. Gautam J. Khanna,0.03558405861258507
39503,TDG,2018 q1,Mr. James A. Corridore,0.0
39505,TDG,2018 q1,Ronald J. J. Epstein,0.0
39506,TDG,2018 q1,"Elliott L. Schlang, CFA",0.0
39507,TDG,2018 q1,Hunter K. Keay,0.0
39508,TDG,2018 q1,Michael Ciarmoli,0.0
39509,TDG,2018 q1,"Mr. Matthew W. McConnell, CFA",0.03333333507180214
39510,TDG,2018 q1,Mr. Ken G. Herbert,0.01503770612180233
39513,LHX,2018 q1,Mr. Keith Snyder,0.0
39516,LHX,2018 q1,Mr. Robert M. Spingarn,0.0
39517,LHX,2018 q1,Mr. Gautam J. Khanna,0.0
39518,ATVI,2018 q1,"Mr. Neil K. Macker, CFA",0.0
39519,ATVI,2018 q1,SADIF Research,0.9546958804130554
39520,ATVI,2018 q1,Mike Hickey,0.0
39521,ATVI,2018 q1,Michael J. Olson,0.0
39522,ATVI,2018 q1,Mr. Scott H. Kessler,0.0
39523,ATVI,2018 q1,Mr. Andrew P. Uerkwitz,0.0
39528,ATVI,2018 q1,"Mr. Edward M. Woo, CFA",0.0
39529,ATVI,2018 q1,Michael H. Pachter,0.0
39531,ATVI,2018 q1,Mr. Stephen D. Ju,0.0
39532,ATVI,2018 q1,Justin Post,0.0
39533,ATVI,2018 q1,Timothy O'Shea,0.0
39534,ATVI,2018 q1,Mr. Ryan Gee,0.0070956614799797535
39535,ATVI,2018 q1,Mr. Eric O. Handler,0.0
39536,ATVI,2018 q1,"Mr. Doug Creutz, CFA",0.0
39537,ATVI,2018 q1,"Mr. Brian T. Nowak, CFA",0.0
39542,ATVI,2018 q1,"Mr. Matthew C. Thornton, CFA",0.01184543315321207
39551,EA,2018 q1,SADIF Research,0.9699260592460632
39552,EA,2018 q1,Mr. Scott H. Kessler,0.0
39555,EA,2018 q1,"Jeffrey S. Thomison, CFA",0.05350453779101372
39556,EA,2018 q1,Mike Hickey,0.0
39557,EA,2018 q1,Mr. Stephen D. Ju,0.0
39558,EA,2018 q1,Justin Post,0.029344373382627964
39559,EA,2018 q1,Scott Krasik,0.0
39560,EA,2018 q1,"Mr. Matthew C. Thornton, CFA",0.0
39561,EA,2018 q1,Mr. Eric O. Handler,0.014004863798618317
39562,EA,2018 q1,Mr. Ryan Gee,0.0
39563,EA,2018 q1,"Mr. Neil K. Macker, CFA",0.0
39565,EA,2018 q1,"Mr. Ralph E. Schackart, CFA",0.0
39566,EA,2018 q1,Timothy O'Shea,0.0
39567,EA,2018 q1,"Mr. Brian T. Nowak, CFA",0.0
39568,EA,2018 q1,"Mr. Edward M. Woo, CFA",0.0
39569,EA,2018 q1,"Mr. Doug Creutz, CFA",0.0
39572,TTWO,2018 q1,SADIF Research,0.8827542662620544
39573,TTWO,2018 q1,Mike Hickey,0.0
39574,TTWO,2018 q1,Mr. Scott H. Kessler,0.0
39576,TTWO,2018 q1,"Jeffrey S. Thomison, CFA",0.038271449506282806
39577,TTWO,2018 q1,Gerrick L. Johnson,0.0
39578,TTWO,2018 q1,"Mr. Edward M. Woo, CFA",0.0
39579,TTWO,2018 q1,Michael H. Pachter,0.0
39581,TTWO,2018 q1,Mr. Stephen D. Ju,0.0
39582,TTWO,2018 q1,Mr. Ryan Gee,0.0
39583,TTWO,2018 q1,Mr. Eric O. Handler,0.027073824778199196
39584,TTWO,2018 q1,"Mr. Brian T. Nowak, CFA",0.0
39585,TTWO,2018 q1,Justin Post,0.0
39586,TTWO,2018 q1,"Mr. Doug Creutz, CFA",0.0
39587,TTWO,2018 q1,Timothy O'Shea,0.0
39588,TTWO,2018 q1,"Mr. Neil K. Macker, CFA",0.0
39592,CMCSA,2018 q1,"Mr. Doug Creutz, CFA",0.0
39593,CMCSA,2018 q1,"Mr. Michael Morris, CFA",0.0
39594,CMCSA,2018 q1,"Marci L. Ryvicker, CFA",0.0
39595,CMCSA,2018 q1,Mr. Matthew Walker,0.0
39596,CMCSA,2018 q1,Jonathan Atkin,0.0
39597,CMCSA,2018 q1,Mr. Jeff D. Wlodarczak,0.016577969305217266
39598,CMCSA,2018 q1,Mr. Bryan D. Kraft,0.026556221768260002
39599,CMCSA,2018 q1,Mr. Scott Goldman,0.0
39600,CMCSA,2018 q1,Ms. Jessica J. Reif Ehrlich,0.0
39602,CMCSA,2018 q1,"Benjamin D. Swinburne, CFA",0.0
39603,CMCSA,2018 q1,Greg P Miller,0.0
39604,CMCSA,2018 q1,"Jeff C. Fan, CFA",0.0
39605,DIS,2018 q1,"Mr. Neil K. Macker, CFA",0.0
39606,DIS,2018 q1,"Tuna N. Amobi, CFA",0.0
39608,DIS,2018 q1,Mr. Stan Meyers,0.0
39609,DIS,2018 q1,"Jeffrey S. Thomison, CFA",0.0
39611,DIS,2018 q1,Kannan Venkateshwar,0.0
39612,DIS,2018 q1,"Benjamin D. Swinburne, CFA",0.0
39613,DIS,2018 q1,Ms. Jessica J. Reif Ehrlich,0.0
39614,DIS,2018 q1,"Mr. Doug Creutz, CFA",0.0
39615,DIS,2018 q1,"Marci L. Ryvicker, CFA",0.0
39616,DIS,2018 q1,Mr. Jeffrey B. Logsdon,0.0
39619,DIS,2018 q1,"Mr. Brian W. Wieser, CFA",0.02091212198138237
39620,DIS,2018 q1,Mr. Steven Cahall,0.0
39621,DISCA,2018 q1,"Mr. Neil K. Macker, CFA",0.0
39622,DISCA,2018 q1,"Marci L. Ryvicker, CFA",0.0
39623,DISCA,2018 q1,"Mr. Michael Morris, CFA",0.0
39624,DISCA,2018 q1,Kannan Venkateshwar,0.0
39625,DISCA,2018 q1,"Mr. Doug Creutz, CFA",0.0
39626,DISCA,2018 q1,"Ms. Jaime S. Morris, CFA, CPA",0.0
39627,DISCA,2018 q1,Ms. Jessica J. Reif Ehrlich,0.0
39629,DISCA,2018 q1,Mr. Steven Cahall,0.0
39631,VIAC,2018 q1,"Tuna N. Amobi, CFA",0.0
39633,VIAC,2018 q1,"Mr. James C. Goss, CFA",0.0
39635,VIAC,2018 q1,"Mr. Daniel L. Kurnos, CFA",0.0
39636,VIAC,2018 q1,Mr. Bryan D. Kraft,0.0
39637,VIAC,2018 q1,"Mr. Doug Creutz, CFA",0.0
39638,VIAC,2018 q1,Mr. Steven Cahall,0.0
39639,VIAC,2018 q1,"Ms. Jaime S. Morris, CFA, CPA",0.0
39640,VIAC,2018 q1,Mr. Stan Meyers,0.0
39641,VIAC,2018 q1,"Marci L. Ryvicker, CFA",0.0
39643,VIAC,2018 q1,"Mr. Michael Morris, CFA",0.0
39645,VIAC,2018 q1,Mr. Kyle W. Evans,0.08145040273666382
39646,VIAC,2018 q1,Ms. Jessica J. Reif Ehrlich,0.024472706019878387
39648,VIAC,2018 q1,Mr. Jeffrey B. Logsdon,0.03258686885237694
39650,DISH,2018 q1,Colby A. Synesael,0.0
39651,DISH,2018 q1,"Mr. Neil K. Macker, CFA",0.0
39652,DISH,2018 q1,Greg P Miller,0.0
39653,DISH,2018 q1,"Tuna N. Amobi, CFA",0.0
39654,DISH,2018 q1,Jonathan Atkin,0.0
39656,DISH,2018 q1,Kannan Venkateshwar,0.0
39657,DISH,2018 q1,Mr. Bryan D. Kraft,0.0
39658,DISH,2018 q1,Mr. Jeff D. Wlodarczak,0.0
39659,DISH,2018 q1,"Mr. Michael Morris, CFA",0.0
39663,NFLX,2018 q1,Kannan Venkateshwar,0.0
39664,NFLX,2018 q1,Mr. Mark S. Mahaney,0.03333333507180214
39665,NFLX,2018 q1,"Mr. Michael Morris, CFA",0.0
39666,NFLX,2018 q1,Michael J. Olson,0.0
39667,NFLX,2018 q1,CFRA Research,0.0
39669,NFLX,2018 q1,Mr. Jeff D. Wlodarczak,0.017534753307700157
39671,NFLX,2018 q1,"Mr. Matthew C. Thornton, CFA",0.0
39672,NFLX,2018 q1,"Tuna N. Amobi, CFA",0.0
39673,NFLX,2018 q1,Ms. Shejal Ajmera,0.0
39675,NFLX,2018 q1,Mr. Steven B. Frankel,0.0
39676,NFLX,2018 q1,"Mr. Ralph E. Schackart, CFA",0.008968873880803585
39677,NFLX,2018 q1,Mr. Robert Sanderson,0.017459390684962273
39679,NFLX,2018 q1,"Shebly Seyrafi, CFA",0.0
39680,NFLX,2018 q1,Mr. Nat H. Schindler,0.0
39682,NFLX,2018 q1,Mr. Stephen D. Ju,0.0
39684,NFLX,2018 q1,Mr. Bryan D. Kraft,0.0
39686,NFLX,2018 q1,"Mr. Neil K. Macker, CFA",0.0
39691,NFLX,2018 q1,"Mr. Michael Graham, CFA",0.0
39692,NFLX,2018 q1,Mr. Jason S. Helfstein,0.0
39694,NFLX,2018 q1,"Marci L. Ryvicker, CFA",0.0
39696,NFLX,2018 q1,William Kerr,0.0
39697,NFLX,2018 q1,"Benjamin D. Swinburne, CFA",0.0
39700,FB,2018 q1,Mr. Scott H. Kessler,0.0
39701,FB,2018 q1,Justin Post,0.02411907399073243
39702,FB,2018 q1,"Shebly Seyrafi, CFA",0.03333333507180214
39703,FB,2018 q1,Mr. Ali Mogharabi,0.0
39707,FB,2018 q1,John Belton,0.0073477476835250854
39709,FB,2018 q1,Mr. Robert Sanderson,0.0
39712,FB,2018 q1,Mr. Stephen Turner,0.0
39713,FB,2018 q1,Mr. Brent J. Thill,0.0
39714,FB,2018 q1,Michael H. Pachter,0.02516227588057518
39716,FB,2018 q1,Mr. Stephen D. Ju,0.0
39720,FB,2018 q1,Mr. Ross Sandler,0.0
39721,FB,2018 q1,"Mr. Shyam Patil, CFA",0.0
39722,FB,2018 q1,Mr. Youssef H. Squali,0.03379192017018795
39723,FB,2018 q1,Lloyd Walmsley,0.005140105728060007
39724,FB,2018 q1,"Mr. Brian T. Nowak, CFA",0.0
39725,FB,2018 q1,William Kerr,0.0
39726,FB,2018 q1,"Mr. Michael Graham, CFA",0.0
39727,FB,2018 q1,Mr. Jason S. Helfstein,0.03333333507180214
39728,FB,2018 q1,"Mr. Ronald V. Josey, III",0.015546763315796852
39729,FB,2018 q1,Mr. Samuel Kemp,0.0
39730,FB,2018 q1,Mr. Mark S. Mahaney,0.0
39737,GOOGL,2018 q1,Ms. Shejal Ajmera,0.0
39738,GOOGL,2018 q1,Mr. Robert Sanderson,0.0
39739,GOOGL,2018 q1,Mr. Scott H. Kessler,0.0
39742,GOOGL,2018 q1,Mr. Stephen Turner,0.0
39744,GOOGL,2018 q1,Mr. Ali Mogharabi,0.0
39746,GOOGL,2018 q1,"Mr. Ronald V. Josey, III",0.0
39747,GOOGL,2018 q1,Mr. Stephen D. Ju,0.0
39748,GOOGL,2018 q1,Justin Post,0.007803336251527071
39749,GOOGL,2018 q1,"Mr. Brian T. Nowak, CFA",0.0
39750,GOOGL,2018 q1,"Mr. Shyam Patil, CFA",0.0
39751,GOOGL,2018 q1,Mr. Jason S. Helfstein,0.0
39752,GOOGL,2018 q1,Lloyd Walmsley,0.010269906371831894
39753,GOOGL,2018 q1,William Kerr,0.0
39754,GOOGL,2018 q1,Mr. Brent J. Thill,0.0
39755,GOOGL,2018 q1,Mr. Youssef H. Squali,0.0
39756,GOOGL,2018 q1,Mr. Mark S. Mahaney,0.0
39757,GOOGL,2018 q1,Mr. Samuel Kemp,0.005099565722048283
39759,GOOGL,2018 q1,John Belton,0.011965942569077015
39762,GOOGL,2018 q1,Stephen Castellano,0.17401084303855896
39767,TWTR,2018 q1,Mr. Scott H. Kessler,0.0
39769,TWTR,2018 q1,"Mr. Brian T. Nowak, CFA",0.0
39771,TWTR,2018 q1,Daniel Salmon,0.0
39773,TWTR,2018 q1,Mr. Jonathan Kees,0.05603106692433357
39774,TWTR,2018 q1,Justin Post,0.0
39775,TWTR,2018 q1,"Mr. Shyam Patil, CFA",0.0
39776,TWTR,2018 q1,Mr. Ali Mogharabi,0.0
39777,TWTR,2018 q1,Mr. Ross Sandler,0.0
39778,TWTR,2018 q1,Doug Anmuth,0.0
39779,TWTR,2018 q1,Mr. Brent J. Thill,0.0
39780,TWTR,2018 q1,"Mr. Brian W. Wieser, CFA",0.07950454205274582
39781,TWTR,2018 q1,Mr. Mark S. Mahaney,0.03333333507180214
39782,TWTR,2018 q1,"Shebly Seyrafi, CFA",0.03333333507180214
39783,TWTR,2018 q1,Mr. Youssef H. Squali,0.0165620818734169
39784,TWTR,2018 q1,John Belton,0.0
39785,TWTR,2018 q1,Mr. Eric J. Sheridan,0.0
39786,TWTR,2018 q1,Lloyd Walmsley,0.0
39790,LYV,2018 q1,SADIF Research,0.9539666771888733
39791,LYV,2018 q1,CFRA Research,0.0
39793,LYV,2018 q1,"Tuna N. Amobi, CFA",0.0
39794,LYV,2018 q1,Mr. Ryan Sundby,0.0
39795,LYV,2018 q1,Mr. Curry Baker,0.0
39796,LYV,2018 q1,"Mr. David C. Joyce, CFA",0.0
39797,LYV,2018 q1,Brandon Ross,0.013395474292337894
39798,LYV,2018 q1,Mr. Kyle W. Evans,0.0
39799,LYV,2018 q1,Mr. John Healy,0.0
39802,OMC,2018 q1,Mr. Ali Mogharabi,0.0
39803,OMC,2018 q1,"Tuna N. Amobi, CFA",0.0
39804,OMC,2018 q1,Group Media,0.013821986503899097
39805,OMC,2018 q1,Mr. Steven Cahall,0.03333333507180214
39808,OMC,2018 q1,SADIF Research,0.9779009819030762
39809,OMC,2018 q1,Julien M. Roch,0.019665930420160294
39810,CHTR,2018 q1,Colby A. Synesael,0.0
39811,CHTR,2018 q1,"Mr. Michael Morris, CFA",0.005452313926070929
39812,CHTR,2018 q1,"Tuna N. Amobi, CFA",0.0
39813,CHTR,2018 q1,"Timothy K. Horan, CFA",0.0
39814,CHTR,2018 q1,Mr. Bryan D. Kraft,0.0
39815,CHTR,2018 q1,Ms. Jessica J. Reif Ehrlich,0.0
39816,CHTR,2018 q1,"Marci L. Ryvicker, CFA",0.0
39817,CHTR,2018 q1,Kannan Venkateshwar,0.0
39818,CHTR,2018 q1,Greg P Miller,0.0
39822,IPG,2018 q1,CFRA Research,0.0
39824,IPG,2018 q1,Mr. Ali Mogharabi,0.0
39825,IPG,2018 q1,"Tuna N. Amobi, CFA",0.0
39826,IPG,2018 q1,"Mr. Brian W. Wieser, CFA",0.0
39829,IPG,2018 q1,Mr. Steven Cahall,0.0
39830,IPG,2018 q1,"Ms. Jaime S. Morris, CFA, CPA",0.0
39833,NWSA,2018 q1,Tim Baker,0.0
39834,NWSA,2018 q1,"Tuna N. Amobi, CFA",0.0
39835,NWSA,2018 q1,Entcho Raykovski,0.09563597291707993
39837,NWSA,2018 q1,Mr. Fraser McLeish,0.0
39838,NWSA,2018 q1,"Ms. Jaime S. Morris, CFA, CPA",0.0
39839,NWSA,2018 q1,Mr. Brian Han,0.0
39840,ATVI,2018 q2,Mike Hickey,0.0
39841,ATVI,2018 q2,"Mr. Ralph E. Schackart, CFA",0.0
39842,ATVI,2018 q2,"Mr. Neil K. Macker, CFA",0.0
39843,ATVI,2018 q2,Mr. Scott H. Kessler,0.0
39844,ATVI,2018 q2,"Mr. Edward M. Woo, CFA",0.0
39846,ATVI,2018 q2,Michael H. Pachter,0.0
39848,ATVI,2018 q2,Justin Post,0.0
39849,ATVI,2018 q2,Mr. Eric O. Handler,0.0
39850,ATVI,2018 q2,Mr. Andrew P. Uerkwitz,0.0
39851,ATVI,2018 q2,Mr. Ryan Gee,0.0
39852,ATVI,2018 q2,Mr. Stephen D. Ju,0.006594915874302387
39853,ATVI,2018 q2,Michael J. Olson,0.0
39854,ATVI,2018 q2,"Mr. Brian T. Nowak, CFA",0.0
39855,ATVI,2018 q2,Timothy O'Shea,0.0
39856,ATVI,2018 q2,"Mr. Doug Creutz, CFA",0.0
39863,EA,2018 q2,"Mr. Neil K. Macker, CFA",0.0
39864,EA,2018 q2,Mike Hickey,0.0
39865,EA,2018 q2,Mr. Scott H. Kessler,0.0
39869,EA,2018 q2,"Mr. Edward M. Woo, CFA",0.0
39872,EA,2018 q2,Justin Post,0.0
39873,EA,2018 q2,Mr. Eric O. Handler,0.0
39874,EA,2018 q2,"Mr. Doug Creutz, CFA",0.0
39875,EA,2018 q2,Mr. Ryan Gee,0.0
39876,EA,2018 q2,Mr. Stephen D. Ju,0.0
39877,EA,2018 q2,Mr. Andrew P. Uerkwitz,0.0
39878,EA,2018 q2,"Mr. Ralph E. Schackart, CFA",0.0
39879,NFLX,2018 q2,Mr. Nat H. Schindler,0.0
39880,NFLX,2018 q2,S&P pool,0.0
39881,NFLX,2018 q2,Mr. Jeff D. Wlodarczak,0.01696819346398115
39882,NFLX,2018 q2,Michael J. Olson,0.0
39883,NFLX,2018 q2,Mita Mehta,0.16191492229700089
39884,NFLX,2018 q2,Mr. Mark S. Mahaney,0.0
39885,NFLX,2018 q2,Mr. Robert Sanderson,0.0
39886,NFLX,2018 q2,Hr. Jonathan Schroer,0.0
39887,NFLX,2018 q2,Mr. Ravindra kulkarni,0.0
39889,NFLX,2018 q2,Mr. Jeffrey B. Logsdon,0.0273242499679327
39890,NFLX,2018 q2,CFRA Research,0.0
39892,NFLX,2018 q2,"Shebly Seyrafi, CFA",0.0
39894,NFLX,2018 q2,Mr. Bryan D. Kraft,0.0
39895,NFLX,2018 q2,Kannan Venkateshwar,0.0
39896,NFLX,2018 q2,"Mr. Ralph E. Schackart, CFA",0.0
39897,NFLX,2018 q2,Mr. Steven B. Frankel,0.0
39899,NFLX,2018 q2,Mr. Jason S. Helfstein,0.0
39901,NFLX,2018 q2,"Benjamin D. Swinburne, CFA",0.0
39903,NFLX,2018 q2,William Kerr,0.0
39904,NFLX,2018 q2,"Marci L. Ryvicker, CFA",0.012879726942628622
39906,NFLX,2018 q2,"Ms. Jaime S. Morris, CFA, CPA",0.0
39907,NFLX,2018 q2,"Mr. Michael Graham, CFA",0.018230581656098366
39916,TTWO,2018 q2,"Mr. Neil K. Macker, CFA",0.0
39917,TTWO,2018 q2,Mike Hickey,0.0
39918,TTWO,2018 q2,Gerrick L. Johnson,0.0070178615860641
39920,TTWO,2018 q2,Mr. Scott H. Kessler,0.0
39925,TTWO,2018 q2,Michael H. Pachter,0.0
39926,TTWO,2018 q2,"Mr. Edward M. Woo, CFA",0.0
39927,TTWO,2018 q2,Mr. Ryan Gee,0.0
39928,TTWO,2018 q2,Justin Post,0.0
39929,TTWO,2018 q2,"Mr. Brian T. Nowak, CFA",0.024984832853078842
39930,TTWO,2018 q2,Mr. Stephen D. Ju,0.0
39931,TTWO,2018 q2,"Mr. Doug Creutz, CFA",0.0
39933,TTWO,2018 q2,Mr. Chaim Siegel,0.09403619170188904
39934,FB,2018 q2,Mr. Jonathan Kees,0.0
39935,FB,2018 q2,Mr. Scott H. Kessler,0.0015313098473208292
39936,FB,2018 q2,Mita Mehta,0.12073841691017151
39937,FB,2018 q2,Lloyd Walmsley,0.0027661663480103016
39939,FB,2018 q2,Mr. Ali Mogharabi,0.0
39940,FB,2018 q2,Mr. Robert Sanderson,0.0
39941,FB,2018 q2,Ms. Shubhadha Mathad,0.0
39944,FB,2018 q2,John Belton,0.0
39948,FB,2018 q2,Mr. Stephen Turner,0.016338929533958435
39949,FB,2018 q2,"Shebly Seyrafi, CFA",0.03333333507180214
39951,FB,2018 q2,Michael H. Pachter,0.012308781035244465
39953,FB,2018 q2,Justin Post,0.01948597002774477
39954,FB,2018 q2,"Mr. Shyam Patil, CFA",0.0
39955,FB,2018 q2,"Mr. Brian T. Nowak, CFA",0.0
